review,translate,sentimen
"Barang kualitasnya tidak diragukan, bagus 👍. Namun sayang pengiriman tidak sesuai keterangan yang di update di Tokopedia. Status dikirim Rabu sore, sempat rubah resi tapi ternyata barang diterima kurir hari Sabtu siang, nyampe Minggu siang. Mungkin biar ga ke cancel, jadi dibikin dulu status/resi dikirim karena pesan sudah dari Senin pagi. Status pengiriman ga bisa dpercaya. Kalau mau pesan anggap aja nyampe 1 minggu lagi paling cepat.","the quality of goods is not in doubt, good. but unfortunately the delivery does not match the information updated on tokopedia. the status was sent wednesday afternoon, i had to change the receipt but it turned out that the item was received by the courier on saturday afternoon, arrived sunday afternoon. maybe so it won't be cancelled, so the status/receipt will be sent first because the order was from monday morning. unreliable delivery status. if you want to order, just assume it will arrive another week at the earliest.",0
Kurir nya baik kulkas nya bagus tapi pengiriman nya lama 😑,"the courier is good, the refrigerator is good, but the delivery is long",0
ada baret di belakang layar,there is a beret behind the scenes,0
Proses pesanan cepat. Packaging aman 🙏. kurirnya mantap jiwa,fast order process. safe packaging. the courier is steady soul,1
"Fitur Terbaik:Barangnya Original

Semoga Awet !!",best features:the item is original hope it lasts!!,1
"Kualitas produk baik, produk original, harga produk baik, kecepatan pengiriman sangat baik, terima kasih..","good product quality, original product, good product price, very fast delivery, thank you..",1
Oke dingin mantap,ok cool steady,1
chanelnya terbatas,limited channel,0
Memuaskan terimakasih,satisfying thank you,1
Material Produk Bagus. Kualitas Produk Bagus. Ukuran Produk Sesuai. Produk Berfungsi Dengan Baik.,good product materials. good product quality. product size appropriate. product works well.,1
"Fitur Terbaik:tidak berfungsi

Barang yang di kirim. Tidak berfungsi. Chat seller tapi tidak responsive. Yang mau beli disini MIKIR DUA KALI DHE! Buang2 duit saja. Tidak tanggung jawab sama sekali",best features: not working item sent. does not work. chat seller but not responsive. those who want to buy here think twice dhe! just waste money. no responsibility at all,0
Pengiriman lama! Tidak transparant!,long delivery! not transparent!,0
bagus..Reseller Ramah.thx,nice..friendly reseller.thx,1
"Barang nya Orsinil,,, tp pengiriman nya lama banget. 21 hari / 3 minggu baru nyampe.","the product is original, but the delivery took too long. new day/week arrived.",0
"Barang overall bagus, cuma penjual tidak responsip dan jasa kirim tidak amanah tidak di kirim sampai rumah.","the overall item is good, only the seller is not responsive and the delivery service is not trustworthy, it is not sent to the house.",0
"begitu dibuka gede banget bodynya, mantaaap kualitasnya, tp sayang di bagian panel  LED lecet2, harusnya baru masih mulus
","once opened the body is really big, the quality is great, but it's a shame the led panel is scratched, it should be new and still smooth",0
nungguin chat dibales sampe alam kubur,waiting for the chat to be answered until the grave,0
"Barangnya original 👍 tapi sayang dus / bix utama barang tidak terbungkus, minimal packing bubble wrap / plastik lah","the goods are original but unfortunately the main box / bix goods are not wrapped, at least packing bubble wrap / plastic",0
Resolusi gambar tajam 👍. Kualitas suaranya bagus. Ada banyak fiturnya. Packaging aman 🙏.,sharp image resolution. the sound quality is good. there are many features. safe packaging.,1
di tinggal umroh pun paket belum tentu datang. pokomen pengiriman ntok seng suwi,left umroh and the package may not come. pokemon delivery for zinc suwi,0
"TV jd bening bgt, channel di daerah depok dapat 40an channel. Tp untuk respon chat dan pengiriman perlu diperbaiki. 5 hari sampai untuk kelas official store seperti nya bisa ditingkatkan, dan tdk bisa dilacak.","the tv is very clear, the channels in the depok area can be an channel. but for chat response and delivery it needs to be fixed. the day it arrived for the official store class it looks like it can be upgraded, and can't be traced.",0
"Barang sesuai pesanan,  namun pengiriman cukup lama","goods according to the order, but the delivery is quite long",1
"Fitur Terbaik:warnanya cantik, fiturnya bagus
Sepadan dengan Harga:sepadan

Cuman tabung pengeringnya terlalu kecil","best features: beautiful color, great features worth the price: worth it only the drying tube is too small",0
untuk barangnya ok.. hanya saja pengirimannya super duper lambat.. order tgl 26 juli.. paket baru diterima tgl 16 agustus..,ok for the goods.. it's just that the delivery is super duper slow.. order on july.. new package received on august..,0
"boxnya gede tyt, masih segel meskipun agak penyok, untuk di dalamnya ada bungkus plastiknya","the box is big tyt, it's still sealed even though it's a bit dented, there's a plastic wrap inside",0
"dropship tidak aman. sangat mengecewakan. saat ada kendala, seller ini lgsg hubungi cust kita..tdk lwt kita sbg dropshipper.. tdk profesional... sangat2 mengecewakan... hati2lah para dropshiper...","dropshipping is not safe. very disappointing. when there are problems, this seller directly contact our customer..not through us as a dropshipper..unprofessional. very disappointing. be careful dropshipers.",0
"Alhamdulillah nyampe dengan selamat.. terimakasih untuk kurirnya yang dah nganterin..
Mesin cucinya bagus tapi jujur saat beroprasi mesin bising juga goyang2 jadi agak khawatir..
Tapi trimakasih banyak seller juga shopee..
Makin puas belanja di shopee..",thank god it arrived safely. thanks to the courier who delivered it. the washing machine is good but to be honest when operating the machine is noisy it shakes so i'm a bit worried. but thanks a lot seller too shopee. more and more satisfied shopping at shopee.,1
Bisa muat banyak. Barangnya original 👍. Ada garansi resmi. Desainnya elegan ✨. Hemat listrik ⚡.,can fit a lot. the goods are original. there is an official guarantee. the design is elegant. saving electricity .,1
"Pengiriman lama,tapi barang bagus cuma agak panas pas pertama kali di nyalain","long delivery, but the item is good, just a little hot when you first turn it on",0
"barang ori, sudah ok.","original item, it's ok.",1
"pengirimannya lama bgt, ga ada komunikasi juga dari seller nya, di tanya apaan aja ga ada jawaban, paraahhh","the delivery took so long, there was no communication from the seller either, when i asked what was there, there was no answer, it was bad",0
Dispenser nya gak bisa air dingin.. rusak,the dispenser can't get cold water. it's broken,0
Alhamdulillah selamatt sampe tujuannn,alhamdulillah safely arrived at the destination,1
"barang oke , pengiriman  lama sekali","item ok, delivery took too long",0
Greetong ongkirr mantaabb😍,gretong postage mantaabb,1
Suaranya mantap 🔊. Kualitas boleh diadu. Garansi terjamin. Gampang rakitnya. Bahannya kokoh. Desain elegan.,the sound is steady. quality can be contested. guaranteed warranty. easy to assemble. the material is sturdy. elegant design.,1
Barangnya original 👍. Desainnya elegan ✨. Proses pesanan cepat. Packaging aman 🙏.,the goods are original. the design is elegant. fast order process. safe packaging.,1
pengiriman terlalu lama.....,delivery too long.,0
Bagian bawah agak penyok 🥺,the bottom is a bit dented,0
"barang super bagus,suara mantap,model baru,cuma kecewa respon penjual kurang sigap,juga pengiriman agak lelet,mohon di 
tingkatkan lg, terimakasih.","super good item, great sound, new model, just disappointed that the seller's response was not prompt enough, also the delivery was a bit slow, please improve it again, thank you.",0
mantap sekali Polytron,very good polytron,1
"Barangnya original 👍. Mudah dipasang. Gambarnya Bagus. 
pengiriman aja agak lama",the goods are original. easy to install. nice picture. delivery is a bit long,1
"Barang sesuai pesanan.
Pesan senin hari kamis sampe.
Semoga tahan lama.
Freezernya cepat dingin.
Pintu bawah jga cepat dingin.",goods to order. order monday thursday arrived. hope it lasts long. the freezer cools quickly. the lower door also cools quickly.,1
"Pengiriman nya lama sekali, alamat di tangsel base polytron di tangerang tapi pengiriman bisa 10 hari 😓 kacau","the delivery took a very long time, the address is tangsel, the polytron base is in tangerang, but delivery can be chaotic",0
"d kirim nya lama bgt, tp Alhamdulillah Dateng dengan selamat, cuma kenapa yah ko ke beku lama bgt","it took so long to send it, but thank god it arrived safely, but why did it freeze so long?",0
Terima kasih paket mendarat dengan selamat,thank you package landed safely,1
Kualitas suaranya bagus. Tks,the sound quality is good. thanks,1
"produk berfungsi dgn baik,dan cocok sama tvnya merk polytron juga,tapi sayang pengirimannya lama","the product works fine, and matches the tv with the polytron brand too, but it's a shame the delivery took a long time",0
Sesuai deskripsi.mudah operasionalnya.,"according to the description, easy to operate.",1
"Mantap 
Kenapa radio FM tidak  ada",great why is there no fm radio,0
"barangnya bagus berfungsi dengan baik, tapi pelayanan tokonya yang bikin geleng geleng pesan tgl 4 tgl 12 baru sampai dan yg bikin kesel resi ga bisa di lacak.","the goods are good and function well, but the shop service is what makes me shake my message on the date it just arrived and what annoys me the receipt can't be tracked.",0
Terima kasih. Semoga awet. Amin🤲,thank you. hope it lasts. amen,1
"Barang sepertinya bagus tapi belum dicoba dipake, dan pengiriman terkendala di expressnya yang lumayan lama","the item looks good but haven't tried using it yet, and the delivery is constrained by the express which is quite long",1
cepet banget sampainya suka  sukaaaaa . next order lagi di Polytron official store.,"it's really fast, i like it. next order again at polytron official store.",1
"barang sesuai gambar,bagus speakernya,fungsi semua tombol..

tp agak kecewa sm sellernya karena lama dipengiriman via kurir toko,pesen jumat sampai kamis karena kirimnya hanya dihari kerja..","the item matches the picture, the speakers are good, the functions of all the buttons . but i'm a bit disappointed with the seller because it took a long time to be sent via the shop courier, ordered friday to thursday because it was sent only on weekdays..",0
