Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag
"buat barangnya okelah,, mantep bgt.. cuma mesti sabar aja buat sampainya,, mungkin karena kurir tokonya ngirim kebanyak tempat, jadi mesti ngantri..",buat barang oke mantep banget cuma mesti sabar buat sampai mungkin kurir toko ngirim banyak tempat jadi mesti ngantri,unknown,5,Lainnya,Positive,Lainnya,No
"untuk keseluruhan bagus, admin fast respon. sempet beli k68m katanya stok habis, disuruh ganti. ternyata pas dateng malah rexus, terimakasih. cuma ada bbrp box yg gepeng",seluruh bagus admin fast respon sempet k68m kata stok habis suruh ganti nyata pas dateng malah rexus terimakasih cuma bbrp box gepeng,unknown,2,Lainnya,Negative,Bentuk,No
"pantes murah bubble wrap nya tipis, kirain tebel. nyesel order dimari!!",pantes murah bubble wrap nya tipis kirain tebel nyesel mari,unknown,1,Kerajinan & Pesta,Negative,Harga,No
lem nya kurang merekat,lem nya kurang rekat,unknown,1,Kerajinan & Pesta,Negative,Lainnya,No
stuffing not upto the mark,stuffing not upto the mark,11/25/2018 17:21,3,F&B,Neutral,Lainnya,No
Mantep pokok eee,mantep pokok eee,2026-01-03T21:00:57.058Z,5,F&B,Positive,Lainnya,No
Rame banget tapi worth it! Rasa makanannya sebanding sama hype-nya,rame banget worth it rasa makan banding sama hype nya,2025-10-29T14:09:41.973Z,5,F&B,Positive,Harga,No
good. sayang ga ada buat mic,good sayang tidak buat mic,unknown,2,Lainnya,Negative,Lainnya,No
"it was a pengalaman buruk. worst part was when we entered the places and there was this pathetic smell to welcome us. another issue, you can't just order anything from the menu because maximum number of items were not available. the food was smelling too. i ordered ""steam naga fish"". if u really want to eat, get a mask(suggestion).",it was alam buruk worst part was when we entered the places and there was this pathetic smell to welcome us another issue you can just anything from the menu because maximum number of items were not available the food was smelling too ordered steam naga fish if really want to eat get mask suggestion,1/26/2019 15:24,2,F&B,Negative,Lainnya,Yes
"Banyak membantu sy sampe skrng... cmn bingung fitur ongkir express (harga lebih) di gofood buat apa, klo endingnya juga pengiriman telat sampe 30 menit... ngga dapet kompensasi klo udah status ""Telat""?",banyak bantu sy sampe skrng cmn bingung fitur ongkir express harga lebih gofood buat apa klo endingnya kirim telat sampe tidak dapet kompensasi klo udah status telat,2026-05-18 11:56:43,2,F&B,Negative,Harga,No
"Maaf ya 2 dulu,,,,,,walaupun barang nya mulus ga ada lecet satu pun tapi pengiriman nya lama banget,,,udh lama di kemas nya lama juga di gudang jnt nya,,,,,,, Rasa nya pengen beli di tempat Laen ajaa,,,",maaf dulu walaupun nya mulus tidak lecet satu kirim nya lama banget lama kemas nya lama gudang jnt nya rasa nya ken tempat laen ajaa,unknown,2,Lainnya,Negative,Rasa,Yes
Estimasi (sedang menyiapkan pesanan) grab food gak pernah akurat. Selalu molor 20-40 menit,estimasi sedang siap pesan grab food tidak pernah akurat selalu molor,2025-02-14 22:08:16,3,F&B,Neutral,Lainnya,No
good tempat to hangout with friends... food was nice 3/5 pelayanan was ok 2/5 ambiance was good 4/5 best time to visit is with friends is during football or cricket matches are going on..,good tempat to hangout with friends food was nice layan was ambiance was good best time to visit is with friends is during football or cricket matches are going on,4/19/2019 1:10,3,F&B,Neutral,Lainnya,No
Kata abang gojeknya kalo pesen makanan lama. Tapi emang lama bgt datengnya huhu. But its okeyyyy,kata abang gojek kalo sen makan lama emang lama banget datengnya huhu but its okeyyyy,unknown,2,F&B,Negative,Rasa,No
"woooowww kereenn langsung dipakai untuk anabul, bulunya langsung bersih dan bagus, packingnya sangat bagus dan aman, terima kasih",woooowww kereenn langsung pakai anabul bulu langsung bersih bagus packingnya sangat bagus aman kasih,unknown,5,Perawatan Hewan,Positive,Bentuk,No
"so this tempat is located near ikea above the maruti showroom, gachibowli been to pour house 7 two days ago& was really good it's an excellent tempat for party lovers & foodies i had the best time the suasana where it has both indoor and roof top seating and loved the rooftop seating started off with it's enak mocktails like mojito,pina colada,sunrise my personal favorite was definitely pina colada! and how can i not mention their mouth water biryani and kung pao chicken the kung pao chicken it's so rasa full at first you'll rasa the garlic & then a hit of sweetness because of it's honey i definitely recommend it to people i've watched one of the best sunsets of my life from their rooftop i'm a sucker for makanan enak - good view loved every bit of that tempat its a must visit when you're in hyderabad! suasana-5/5 food& drinks 5/5 pelayanan and staff5/5.!!",so this tempat is located near ikea above the marut showroom gachibowli been to pour house two days ago was really good it an excellent tempat for party lovers foodies had the best time the suasana where it has both indoor and roof top seating and loved the rooftop seating started off with it enak mocktails like mojito pina colada sunrise my personal favorite was definitely pina colada and how can not mention their mouth water biryani and kung pao chicken the kung pao chicken it so rasa full at first you ll rasa the garlic then hit of sweetness because of it honey definitely recommend it to people ve watched one of the best sunsets of my life from their rooftop sucker for makan enak good view loved every bit of that tempat its must visit when you re in hyderabad suasana food drinks layan and staff5,4/11/2019 12:58,5,F&B,Positive,Rasa,No
pusing liat driver gofood batalin terus.,pusing liat driver gofood batalin terus,2026-04-13 16:40:57,3,F&B,Neutral,Lainnya,No
"Pengiriman cepat. Barang sesuai dengan harganya deh, cuma kok box nya gak ada sticker segel nya ya... apakah emang begitu kalo beli produk lokal...sayang banget harusnya bisa leih baik. Stylus nya gak sesuai dengan gambar di box stylus nya (di gambarnya ada klip nya). Kamera depan blakangnya gak bagus (sesuai dengan harganya), kalo buat zoom dan wa call gelap. Backdoor nya plastik, buka nya keras susah, dan pinggir2 backdoornya saya trima gak mulus / mungkin bekas dibuka2 saat pengecekan kali ya gak tau juga.",kirim cepat sesuai harga cuma kok box nya tidak sticker segel nya emang kalo lokal sayang banget harus leih baik stylus nya tidak sesuai box stylus nya gambar klip nya kamera depan blakangnya tidak bagus sesuai harga kalo buat zoom wa call gelap backdoor nya plastik buka nya keras susah pinggir2 backdoornya trima tidak mulus mungkin bekas dibuka2 kece kali tidak tau,unknown,2,Lainnya,Negative,Rasa,No
preparation was not good,preparation was not good,5/16/2018 21:38,1,F&B,Negative,Lainnya,No
"barang sesuai, pengirimannya yg sedikit lama, its ok.",sesuai kirim sedikit lama its,unknown,5,Lainnya,Positive,Lainnya,No
"the food was very good. also, the pelayanan provided by one of the waiters papu was really really nice. he is very kind and polite. keep up the good work young boy!!!!",the food was very good also the layan provided by one of the waiters papu was really really nice he is very kind and polite keep up the good work young boy,1/25/2019 11:38,5,F&B,Positive,Lainnya,No
suasana was good..went on a busy afternoon..ordered mamsam roast..was okayish..then ordered ulavacharu chicken pulao and pachi mirchi royyala pulao..ulavacharu chicken was good..royyala pulao was nothing special..pelayanan can definitely improve..,suasana was good went on busy afternoon ordered mamsam roast was okayish then ordered ulavacharu chicken pulao and pachi mirchi royyala pulao ulavacharu chicken was good royyala pulao was nothing special layan can definitely improve,1/1/2019 12:50,3,F&B,Neutral,Lainnya,No
fore lo kenapa dah tetiba tutup ga mau gua beli apa gimana lo fore,fore lo dah tetiba tutup tidak mau gua apa gimana lo fore,Wed Feb 26 15:41:01 +0000 2025,3,F&B,Neutral,Lainnya,No
"Respon dan pengiriman sangat cepat, sangat rekomen dan pasti akan belanja di toko ini lagi.",respon kirim sangat cepat sangat recommended belanja toko,unknown,5,Elektronik,Positive,Bentuk,No
Ga menyangka ada restoran steak dengan variasi menu yang banyak dengan harga terjangkau. Definitely quality steak 👌 …,tidak sangka restoran steak variasi menu banyak harga jangkau definitely quality steak,6 tahun lalu,3,F&B,Neutral,Harga,No
had a wonderful birthday celebration - thanks to the excellent hospitality by mr saleem ( f&b manager ) and his team . awesome suasana enak food and most importantly personal touch . keep it up mr saleem.,had wonderful birthday celebration terima kasih to the excellent hospitality by mr saleem manager and his team awesome suasana enak food and most importantly personal touch keep it up mr saleem,4/19/2019 0:17,5,F&B,Positive,Rasa,No
makanan sangat enak and excellent pelayanan by krishna i am full happy with the food and pelayanan i like the most live contar thanks you guys thanked for the hospital,makan sangat enak and excellent layan by krishna am full happy with the food and layan like the most live contar terima kasih you guys thanked for the hospital,5/19/2019 13:42,5,F&B,Positive,Rasa,No
"went there on a weekday, but being a ladies night the tempat had a decent crowd. it’s a bar exchange so you order the drinks on the app. food was okay we ordered chicken pizza, pop corn chicken, nachos, chicken wings. rasa could have been better. overall 3.5/5 food 3/5 pelayanan 2.5/5 suasana 4/5",went there on weekday but being ladies night the tempat had decent crowd it bar exchange so you the drinks on the app food was okay we ordered chicken pizza pop corn chicken nachos chicken wings rasa could have been better overall food layan suasana,5/1/2019 9:14,4,F&B,Positive,Rasa,No
Pengiriman sangat buruk respon penjual jg buruk. Ah kapok pesen d sini.cm mau ambil untung doang ndak mau tau penjualnya.seminggu baru terima barang,kirim sangat buruk respon jual buruk ah kapok sen cm mau ambil untung doang ndak mau tau jual minggu baru,unknown,1,Lainnya,Negative,Lainnya,Yes
Produk bagus..pengiriman ke Cirebon cm 3hari.. pelayanan + komunikasi minus..kasihan nama besar polytron dikecilkan oleh pelayanan+komunikasi stafnya,bagus kirim cirebon cm 3hari layan komunikasi minus kasihan nama besar polytron kecil layan komunikasi staf,unknown,2,Lainnya,Negative,Bentuk,No
Semua fungsi normal semoga awet dan bermanfaat,semua fungsi normal moga awet manfaat,unknown,5,Lainnya,Positive,Bentuk,No
Selalu puas belanja d sini semoga mkn makmur amiiin,selalu puas belanja moga mkn makmur amiiin,unknown,5,Lainnya,Positive,Lainnya,No
"feeling hungry or want to chill with your friends... then this cafe is the final stop for your late night hunger.... if you are a car or a bike lover , you will love this tempat .... this tempat has a raw metallic look and offer luxurious cars and bike for rent ... now comes the food.... it serves a wide range of snacks and tea/coffee.... which is good in rasa.....",feeling hungry or want to chill with your friends then this cafe is the final stop for your late night hunger if you are car or bike lover you will love this tempat this tempat has raw metallic look and offer luxurious cars and bike for rent now comes the food it serves wide range of snacks and tea coffee which is good in rasa,7/25/2018 17:53,4,F&B,Positive,Rasa,No
"Packing sesuai standart bubblewrap tebel + kerdus, beda dari toko sebelah, barang bekerja dengan normal",packing sesuai standart bubblewrap tebel kerdus beda toko belah kerja normal,unknown,5,Lainnya,Positive,Lainnya,No
Gk bisa masukin alamat,tidak masukin alamat,2021-12-25 08:17:27,3,F&B,Neutral,Lainnya,No
barang bagus sesuai tapi pengiriman lambat dan respon penjual lama pakai banget,bagus sesuai kirim lambat respon jual lama pakai banget,unknown,2,Lainnya,Negative,Bentuk,No
Kemarin beli rexus vr5 di Offline Store BTM Bandung cuma lagi apes didalem kemasan nya ga dapet mousepad makanya mesen yang ini. Mantap mousepad nya ga nyesel beli disini,rexus vr5 offline store btm bandung cuma apes dalem kemas nya tidak dapet mousepad makanya mesen bagus mousepad nya tidak nyesel sini,unknown,2,Lainnya,Negative,Rasa,No
it had nothing to do with the chicken world rasa i knew.,it had nothing to do with the chicken world rasa knew,unknown,3,F&B,Neutral,Rasa,No
"pesen siang,malem nyampe",sen siang malem nyampe,unknown,5,Lainnya,Positive,Lainnya,No
Overall good,overall good,2026-03-12T12:55:38.981Z,5,F&B,Positive,Lainnya,No
Barang diterima dalam keadaan baik,terima ada baik,unknown,5,Kesehatan & Kecantikan,Positive,Lainnya,No
Suara dan mic puas. Hanya saya pesan yg nyala dan sudah sy pastikan lg klik yg nyala tp yg datang ga nyala,suara mic puas nyala sy pasti lg klik nyala tidak nyala,unknown,2,Lainnya,Negative,Bentuk,No
"Percuma jg kasih buble warp dikasih brg reject pabrik, ga bs kasih pot.pula Rese",percuma kasih buble warp kasih brg reject pabrik tidak bs kasih pot rese,unknown,1,Lainnya,Negative,Lainnya,No
needless to say the tempat has been there for many years in banjara hillsgood that u have opened in gachibowli i usually get delivery but the experience is truly great being there. some of the best north west frontier cuisine i have ever eaten i really miss the kofta e pashtun here will definitely order soon,needless to say the tempat has been there for many years in banjara hillsgood that have opened in gachibowli usually get delivery but the experience is truly great being there some of the best north west frontier cuisine have ever eaten really miss the kofta pashtun here will definitely soon,5/4/2019 15:53,5,F&B,Positive,Bentuk,No
