web-scraper-order,web-scraper-start-url,review,rating,pesanan,tanggal_pesan,Label,Label,,
1701446020-1238,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Haucek enak banget,5.0,Mie Setan lv 1 - Mie Angel,Ordered on 15 July 2022,1,Baik,,
1701446020-1239,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasa enak&porsinya banyak,5.0,Udang Rambutan - Udang Keju - Mie Iblis lv 2,Ordered on 15 July 2022,1,Baik,,
1701446020-1240,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"saat beli pangsit gorengnya, sama udang kejunya kebetulan dpt yg agak bau. biasanya fresh",4.0,Udang Keju - Mie Iblis lv 1 - Siomay,Ordered on 12 July 2022,0,Buruk,,
1701446020-1241,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,makasih&rekomender bgt reply order,5.0,Mie Iblis lv 1 - Mie Iblis lv 2 - Mie Iblis lv 4,Ordered on 13 July 2022,1,Baik,,
1701446020-1242,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pertahankan kualitas makanannya👍👍,5.0,Mie Iblis lv 2 - Mie Iblis lv 0 - Udang Rambutan - Siomay,Ordered on 15 July 2022,1,Baik,,
1701446020-1243,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Terima kasih.. ^^,5.0,Mie Iblis lv 1 - Mie Iblis lv 4 - Siomay - Udang Keju - Pangsit,Ordered on 14 July 2022,1,Baik,,
1701446020-1244,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Jangan pakai strereofoam,5.0,Mie Iblis lv 1 - Udang Rambutan - Siomay - Udang Keju,Ordered on 29 June 2022,0,Buruk,,
1701446020-1245,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pedasnya muantab,5.0,Mie Iblis lv 2 - Mie Iblis lv 6 - Siomay - Udang Rambutan - Udang Keju,Ordered on 14 July 2022,1,Baik,,
1701446020-1246,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,service cepatt dan semua pesanan sesuai,5.0,Mie Iblis lv 1 - Mie Setan lv 1 - Udang Keju,Ordered on 10 July 2022,1,Baik,,
1701446020-1247,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Pangsitnya kurang satu🥲,2.0,Mie Iblis lv 1 - Udang Keju - Teh,Ordered on 13 July 2022,0,Buruk,,
1701446020-1248,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sayang deh sama ceff nya,5.0,Mie Angel - Mie Setan lv 8 - Mie Setan lv 6,Ordered on 13 July 2022,1,Baik,,
1701446020-1249,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sayang deh sama chefnya enak banget,5.0,Mie Iblis lv 3 - Siomay - Udang Rambutan - Udang Keju - Pangsit,Ordered on 12 July 2022,1,Baik,,
1701446020-1250,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,penulisan level nya di perhatikan lagi ini adek saya kepedesan salah level.. padahal tulisanya udah lvl 1,4.0,Mie Iblis lv 2 - Udang Keju - Mie Iblis lv 1,Ordered on 11 July 2022,0,Buruk,,
1701446020-1251,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"terlalu matang, jadi tekstur agak lembek",4.0,Udang Keju - Mie Iblis lv 1 - Mie Iblis lv 4,Ordered on 11 July 2022,0,Buruk,,
1701446020-1252,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantaaaaaaaaaaaaap,5.0,Udang Rambutan - Mie Iblis lv 4 - Mie Iblis lv 2 - Genderuwo - Pocong - Udang Keju,Ordered on 10 July 2022,1,Baik,,
1701446020-1253,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"minta lvl 1, pueeedessss gak karuan jd gak isa dimakan😐. tolong jgn asal tuang sambal aja kak",2.0,Mie Iblis lv 1 - Udang Rambutan - Pangsit,Ordered on 10 July 2022,0,Buruk,,
1701446020-1254,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Cabe mahal ya, pesen level 8 kek pesen level 1 😭😭😭😭, mengsedih",5.0,Mie Iblis lv 1 - Mie Iblis lv 3 - Mie Iblis lv 8 - Udang Keju - Udang Rambutan,Ordered on 10 July 2022,0,Buruk,,
1701446020-1255,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,lama dan terlalu berminyak,3.0,Mie Iblis lv 3 - Udang Rambutan,Ordered on 9 July 2022,0,Buruk,,
1701446020-1256,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,porsi nya kurang 1,1.0,Udang Keju - Udang Rambutan - Mie Iblis lv 8 - Mie Iblis lv 0 - Mie Iblis lv 3 - Mie Iblis lv 6,Ordered on 9 July 2022,0,Buruk,,
1701446020-1257,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,makanannya enak,5.0,Mie Angel - Udang Keju,Ordered on 9 July 2022,1,Baik,,
1701446020-1258,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pangsitt ayam nya kurang 1 biji,3.0,Mie Setan lv 3 - Mie Setan lv 1,Ordered on 9 July 2022,0,Buruk,,
1701446020-1259,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak mantap hahahahah,5.0,Mie Iblis lv 2,Ordered on 8 July 2022,1,Baik,,
1701446020-1260,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Pedes tapi kurang asin,5.0,Mie Iblis lv 8 - Udang Rambutan - Sundelbolong - Mie Setan lv 8 - Mie Iblis lv 2 - Udang Keju,Ordered on 8 July 2022,0,Buruk,,
1701446020-1261,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasanya tidak seperti biasanya,2.0,Mie Iblis lv 0 - Mie Iblis lv 2 - Udang Keju - Mie Iblis lv 1 - Tuyul - Pocong,Ordered on 7 July 2022,0,Buruk,,
1701446020-1262,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,level pedas tidak sesuai biasanya,3.0,Mie Iblis lv 8 - Udang Rambutan,Ordered on 7 July 2022,0,Buruk,,
1701446020-1263,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,👍satu milyar wah murah bangeeeet,5.0,Mie Setan lv 3,Ordered on 6 July 2022,1,Baik,,
1701446020-1264,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie gacoan pedas ya mantaap saya level 6,5.0,Mie Iblis lv 6 - Udang Rambutan - Mie Angel,Ordered on 2 July 2022,1,Baik,,
1701446020-1265,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantap pedas nya,5.0,Mie Setan lv 1 - Mie Setan lv 4 - Tuyul,Ordered on 6 July 2022,1,Baik,,
1701446020-1266,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sesuai pesanan,5.0,Mie Iblis lv 4 - Pangsit,Ordered on 6 July 2022,1,Baik,,
1701446020-1267,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Pedas doanggg , rasa kurang",3.0,Mie Setan lv 1 - Udang Rambutan - Udang Keju - Sundelbolong - Mie Iblis lv 4 - Mie Iblis lv 0 - Mie Setan lv 3,Ordered on 6 July 2022,0,Buruk,,
1701446020-1268,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gojek bawa nya gk bener tumpah semua:(,1.0,Mie Iblis lv 3 - Mie Iblis lv 4 - Udang Keju - Genderuwo,Ordered on 6 July 2022,0,Buruk,,
1701446020-1269,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pokokny enak bett dah awwwww,5.0,Mie Setan lv 8 - Udang Rambutan - Udang Keju,Ordered on 4 July 2022,1,Baik,,
1701446020-1270,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Rasanya nagih, bikin pengen terus 👍👍",5.0,Mie Angel - Mie Setan lv 2 - Udang Rambutan - Udang Keju - Lumpia Udang,Ordered on 28 May 2022,1,Baik,,
1701446020-1271,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,selalu the best,5.0,Mie Iblis lv 2 - Mie Iblis lv 1 - Mie Iblis lv 6 - Udang Rambutan,Ordered on 24 May 2022,1,Baik,,
1701446020-1272,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantab rekomended.harga terjangkau,5.0,Udang Keju - Mie Iblis lv 4 - Mie Iblis lv 2 - Udang Rambutan - Genderuwo,Ordered on 5 July 2022,1,Baik,,
1701446020-1273,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,maaf pak dari app gojek udah ada biaya uang parkir kok minta lagi,2.0,Mie Iblis lv 2 - Mie Iblis lv 1,Ordered on 3 July 2022,0,Buruk,,
1701446020-1274,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasa lumayan enak porsinya juga banyakk,4.0,Mie Setan lv 2 - Mie Iblis lv 2 - Udang Rambutan,Ordered on 1 July 2022,1,Baik,,
1701446020-1275,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,setiap ngasih catatan tidak pernah terpenuhi,4.0,Mie Iblis lv 1 - Siomay,Ordered on 1 July 2022,0,Buruk,,
1701446020-1276,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,porsinya terlalu sedikit,4.0,Mie Iblis lv 0 - Mie Angel - Mie Iblis lv 1,Ordered on 30 June 2022,0,Buruk,,
1701446020-1277,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,level 8 serasa level 1 dikit banget sambel nya,3.0,Mie Setan lv 1 - Mie Iblis lv 2 - Udang Keju - Mie Iblis lv 6,Ordered on 27 June 2022,0,Buruk,,
1701446020-1278,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Kok di sby pake sterofom ya masih an 🥲,4.0,Mie Iblis lv 0 - Udang Rambutan - Siomay - Mie Angel - Mie Iblis lv 2 - Udang Keju,Ordered on 29 June 2022,0,Buruk,,
1701446020-1279,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Kurang mantap mie nya,,kemasannya jgak gak mengesankan,,",3.0,Mie Iblis lv 2 - Udang Keju - Udang Rambutan - Genderuwo,Ordered on 28 June 2022,0,Buruk,,
1701446020-1280,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enakk bgtt deh lov,5.0,Mie Angel - Genderuwo - Udang Keju - Mie Setan lv 1,Ordered on 27 June 2022,1,Baik,,
1701446020-1281,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Sering salah ngasih orderan. Yang dipesen apa, datengnya apa.",2.0,Udang Keju - Mie Setan lv 1 - Lemon Tea,Ordered on 28 June 2022,0,Buruk,,
1701446020-1282,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Level 2 bikin dowet mulut,5.0,Mie Iblis lv 2 - Udang Rambutan - Mie Iblis lv 0,Ordered on 27 June 2022,1,Baik,,
1701446020-1283,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantaaap bangttt the best,1.0,Mie Iblis lv 0,Ordered on 26 June 2022,1,Baik,,
1701446020-1284,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesanan sy 3 macam tp di kirim 2 macam,1.0,Udang Keju - Mie Iblis lv 1,Ordered on 26 June 2022,0,Buruk,,
1701446020-1285,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ayamnya bau busuk,1.0,Mie Iblis lv 1 - Pangsit - Lemon Tea,Ordered on 26 June 2022,0,Buruk,,
1701446020-1286,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantapppppppppp,5.0,Mie Iblis lv 2 - Udang Rambutan,Ordered on 26 June 2022,1,Baik,,
1701446020-1287,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,muantaap plg uenak dr yg lain sebangsa permian.,5.0,Mie Iblis lv 3 - Lumpia Udang - Mie Setan lv 3,Ordered on 21 May 2022,1,Baik,,
1701446020-1288,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"enak mantap, the best bangt dehh",5.0,Mie Iblis lv 1,Ordered on 26 June 2022,1,Baik,,
1701446020-1289,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak&mantul....next pesan lgi,5.0,Udang Rambutan - Udang Keju,Ordered on 23 June 2022,1,Baik,,
1701446020-1290,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pangsit goreng nya banyak...aroma mie nya sedap karena bawang goreng nya jg,5.0,Mie Iblis lv 1 - Mie Angel - Siomay - Udang Rambutan - Udang Keju,Ordered on 25 June 2022,1,Baik,,
1701446020-1291,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,recommended pokok e selalu puassss... pertahankan kualitasnya,5.0,Udang Rambutan - Mie Iblis lv 2 - Mie Iblis lv 1 - Udang Keju - Lumpia Udang - Siomay - Mie Iblis lv 0,Ordered on 29 May 2022,1,Baik,,
1701446020-1292,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"rasanya gak seperti dulu, bumbunya kurang, anyep, tolong lebih berani bumbu, seperti gacoan di Sidoarjo 👍👍",2.0,Mie Iblis lv 2 - Udang Keju - Mie Setan lv 3 - Pangsit,Ordered on 24 June 2022,0,Buruk,,
1701446020-1293,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,udang kejunya mantabb..!!,5.0,Udang Rambutan - Udang Keju - Lumpia Udang - Mie Setan lv 1 - Mie Iblis lv 3,Ordered on 3 June 2022,1,Baik,,
1701446020-1294,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,oke enak dan ramah,5.0,Udang Rambutan - Mie Iblis lv 1 - Udang Keju - Lumpia Udang - Mie Iblis lv 2,Ordered on 24 June 2022,1,Baik,,
1701446020-1295,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,best ....ga nyesel beli disini,5.0,Mie Iblis lv 2 - Siomay - Lumpia Udang - Mie Iblis lv 1,Ordered on 23 June 2022,1,Baik,,
1701446020-1296,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ditingkatkan lagi konsistensi mie nya,4.0,Udang Rambutan - Udang Keju - Mie Iblis lv 4 - Siomay - Lumpia Udang,Ordered on 23 June 2022,0,Buruk,,
1701446020-1297,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pedesnya ga ngotak,5.0,Mie Angel - Mie Iblis lv 1 - Teh - Udang Keju,Ordered on 21 June 2022,1,Baik,,
1701446020-1298,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Rasa enak, cuma sayang packing kurang rapi",4.0,Udang Keju - Mie Angel - Mie Setan lv 1 - Mie Iblis lv 4 - Mie Setan lv 2,Ordered on 21 June 2022,1,Baik,,
1701446020-1299,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,murah enak ramah kantong.  mie favorite,5.0,Udang Rambutan - Udang Keju - Mie Setan lv 1 - Mie Angel,Ordered on 20 June 2022,1,Baik,,
1701446020-1300,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"maaf keterangan nya pesanan sudah d antar mulai jam 9 yg pesan smpai jam 11 gak ada respon dari driver sudah nyampe mana, mungkin d makan sendiri paling  tolong di tingkat kan lagi..",1.0,Mie Iblis lv 4 - Udang Rambutan - Mie Angel,Ordered on 20 June 2022,0,Buruk,,
1701446020-1301,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,siip pas rasa nya,3.0,Mie Setan lv 3 - Mie Iblis lv 6 - Udang Rambutan - Pangsit,Ordered on 20 June 2022,1,Baik,,
1701446020-1302,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesen lvl 8 cabe nya ga ada sama sekaliii. ini udh ke 2× nya sya pesen bgni trs. MOHON UNTUK DI TELITI KAK!!!,1.0,Mie Setan lv 8 - Mie Iblis lv 4 - Mie Iblis lv 8 - Udang Keju - Lumpia Udang - Pangsit,Ordered on 19 June 2022,0,Buruk,,
1701446020-1303,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"mantep as usual. tp klo bisa packagingnya ganti box yg kardus gt dong, biar lebih ramah lingkungan jg. soalnya bbrp gacoan kan udah gt, jd harusnya cabang gacoan lain jg bisa.",5.0,Mie Iblis lv 4 - Siomay - Udang Keju,Ordered on 20 June 2022,1,Baik,,
1701446020-1304,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,setelah sekian lama ngidam akhirnya keturutan 💘,5.0,Udang Rambutan - Udang Keju - Mie Iblis lv 1 - Mie Angel,Ordered on 19 June 2022,1,Baik,,
1701446020-1305,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,salah titik,5.0,Udang Keju - Mie Angel - Mie Iblis lv 3 - Pangsit,Ordered on 19 June 2022,5,Buruk,,
1701446020-1306,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantuull jiwaaaa,5.0,Mie Iblis lv 4 - Udang Rambutan - Coklat - Lumpia Udang,Ordered on 19 June 2022,1,Baik,,
1701446020-1307,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"mantap banget ,,,,",5.0,Mie Setan lv 1 - Siomay,Ordered on 16 May 2022,1,Baik,,
1701446020-1308,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Oke mantap banget,5.0,Mie Setan lv 3 - Udang Keju,Ordered on 10 May 2022,1,Baik,,
1701446020-1309,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,makanan tidak sampai,1.0,Milo - Teh - Siomay - Mie Iblis lv 2,Ordered on 18 June 2022,0,Buruk,,
1701446020-1310,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesen level 8 eh yg dtg level 2,2.0,Mie Iblis lv 8 - Mie Iblis lv 1 - Pangsit,Ordered on 13 June 2022,0,Buruk,,
1701446020-1311,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tetap pertahankan rasanya ya🙂,4.0,Mie Iblis lv 3 - Mie Iblis lv 4 - Mie Iblis lv 0 - Udang Keju - Udang Rambutan,Ordered on 14 May 2022,1,Baik,,
1701446020-1312,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"terima kasih, enak",5.0,Mie Iblis lv 0 - Mie Iblis lv 6 - Siomay - Udang Keju,Ordered on 16 June 2022,1,Baik,,
1701446020-1313,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"aku pesen 14 tapi yang datang cm 12, kurang 2 gelas lg...",3.0,Thai Green Tea,Ordered on 17 June 2022,0,Buruk,,
1701446020-1314,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Terima kasih banyak ‎جَزَاكَ اللَّهُ خَيْرًا  Semoga Allah membalasmu dengan kebaikan,3.0,Mie Setan lv 4 - Udang Keju,Ordered on 16 June 2022,1,Baik,,
1701446020-1315,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"satu kata aja ""enak""",5.0,Udang Keju - Udang Rambutan - Mie Iblis lv 1 - Mie Angel - Lumpia Udang - Pangsit - Mie Iblis lv 0,Ordered on 16 June 2022,1,Baik,,
1701446020-1316,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,baru level 3 udah pedes banget ancrit😅🤔👆😅😅👆🧐😑😱🤔😭😃😜😃🤪👎👎🙏🏼👍👍👍😑🤔😱😱😱🤔🥴🤨😱😱😜👍👍😡😡,5.0,Mie Setan lv 3,Ordered on 15 June 2022,1,Baik,,
1701446020-1317,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"sambalnya gak sesuai, pesen level 4 tp kurang pedas",5.0,Mie Iblis lv 3 - Mie Iblis lv 4 - Udang Keju,Ordered on 5 June 2022,0,Buruk,,
1701446020-1318,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Paling enak sih menurutku dari mie yg laennya, udh langganan jg....terima kasih, Gak pernah kecewa dengan porsi dan rasanya 😘😘😘",5.0,Mie Angel - Mie Iblis lv 4 - Pangsit - Mie Iblis lv 0,Ordered on 14 June 2022,1,Baik,,
1701446020-1319,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Kemaren sempet salah kasih makanan yang diorder, order level 1 tapi yang dateng kayak level 5 (pedes banget dan kurang coklat warnanya)",4.0,Mie Iblis lv 1,Ordered on 13 June 2022,0,Buruk,,
1701446020-1320,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"pas hangat, mantap 👌",5.0,Mie Iblis lv 2 - Udang Rambutan - Lumpia Udang,Ordered on 13 June 2022,1,Baik,,
1701446020-1321,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Pesen 12 pcs yg datang cuma 11  biarpun outlet rame tapi ya harus di cek laa broo  gini ini merugikan pembeli,1.0,Mie Setan lv 1 - Udang Keju - Udang Rambutan - Mie Iblis lv 2 - Mie Iblis lv 3 - Mie Iblis lv 1 - Lumpia Udang,Ordered on 13 June 2022,0,Buruk,,
1701446020-1322,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pertahankan kualitas,5.0,Mie Iblis lv 3 - Udang Rambutan,Ordered on 13 June 2022,1,Baik,,
1701446020-1323,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pas pesan salah terus seh,5.0,Mie Iblis lv 1 - Siomay - Mie Iblis lv 0,Ordered on 10 June 2022,0,Buruk,,
