Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review Clean
Gaming,Photofast Dual Slot Converter Micro SD to Memory Stick Pro Duo Adapter,Kota Tangerang Selatan,25000,4.7,1122,450,3,"tidak sesuai foto, tdk ada tulisan photofast. bahan tipis ringkih.",Negative,Sadness,tidak sesuai foto tdk ada tulisan photofast bahan tipis ringkih
Gaming,Gamepad IPEGA PG-9156 UPGRADED BLUETECH DIRECTPLAY ANDROID IOS PC,Jakarta Pusat,220000,4.8,495,289,2,"Barang yang diterima cacat pada analog, untuk komplain tetap dilayani tetapi dari saya sendiri tidak kirim kesana karena ribet dalam ongkir dan pengiriman nya. lain kali tdk apa apa di buka segelnya untuk di cek analognya, sehingga tidak perlu masalah complain dan kirim balik sana lagi, Terima kasih",Negative,Fear,barang yang diterima cacat pada analog untuk komplain tetap dilayani tetapi dari saya sendiri tidak kirim kesana karena ribet dalam ongkir dan pengiriman nya lain kali tdk apa apa di buka segelnya untuk di cek analognya sehingga tidak perlu masalah complain dan kirim balik sana lagi terima kasih
Gaming,Gamepad IPEGA PG-9156 UPGRADED BLUETECH DIRECTPLAY ANDROID IOS PC,Jakarta Pusat,220000,4.8,495,289,1,Gabisa dimainin di ios versi 13.4 dan keatasnya! Maksimum ios versi 13.3 selain itu gabisa dipake!!!,Negative,Anger,gabisa dimainin di ios versi dan keatasnya maksimum ios versi selain itu gabisa dipake
Gaming,Gamepad IPEGA PG-9156 UPGRADED BLUETECH DIRECTPLAY ANDROID IOS PC,Jakarta Pusat,220000,4.8,495,289,1,"dapet barang gak bagus. analog kiri gabisa buat jalan ke serong kanan atau kiri. mau retur ribet + seller slow respon. alhasil cuma jadi pajangan aja nih stick. EDIT, SETELAH SEMINGGU ANALOG GABISA JALAN SAMA SEKALII,, PENJUAL SAMA SEKALI GA RESPONN.. nyesel",Negative,Fear,dapet barang gak bagus analog kiri gabisa buat jalan ke serong kanan atau kiri mau retur ribet seller slow respon alhasil cuma jadi pajangan aja nih stick edit setelah seminggu analog gabisa jalan sama sekalii penjual sama sekali ga responn nyesel
Gaming,Gamepad Ipega 9087,Jakarta Barat,25000,4.8,416,265,1,"setelah 3 hari pakai, gamepad bagian kanannya mati ketika direnggangkan, kecewa seller berbelit-belit.",Negative,Sadness,setelah hari pakai gamepad bagian kanannya mati ketika direnggangkan kecewa seller berbelit belit
Gaming,Gamepad Ipega 9088,Jakarta Barat,25000,4.8,416,265,1,"buat EMULATOR delay parah, sama deadzone di dua analog di emu ppsspp dan beberapa emu yg saya coba. intinya gak rekomen buat yg main emulator.",Negative,Fear,buat emulator delay parah sama deadzone di dua analog di emu ppsspp dan beberapa emu yg saya coba intinya gak rekomen buat yg main emulator
Gaming,Gamepad Ipega 9089,Jakarta Barat,25000,4.8,416,265,3,"Respone sellernya sangat cepat..Tapi....ga bisa dipasang di hp saya, dideskripsi 7 inch bisa eh ternyata pas dateng di pasang di hp samsung a70 ga muat, dan pas baca dalemnya maks ktnya 6,2 inch. Sama buat maen CoD rada ngadat, pas maen ML lancar jaya.... Padahal pengen maen CoD nya :)",Negative,Sadness,respone sellernya sangat cepat tapi ga bisa dipasang di hp saya dideskripsi inch bisa eh ternyata pas dateng di pasang di hp samsung a70 ga muat dan pas baca dalemnya maks ktnya inch sama buat maen cod rada ngadat pas maen ml lancar jaya padahal pengen maen cod nya
Gaming,PSP SONY - 3000 + MC 32GB FULL GAME - Hitam,Jakarta Pusat,1250000,4.8,490,298,1,Baru pake 2 hari dah ga bisa on pdhal sdh di charge penuh baterenya. Kecewa x.... Not recommended seller barang refurbish kualitas jelek,Negative,Sadness,baru pake hari dah ga bisa on pdhal sdh di charge penuh baterenya kecewa x not recommended seller barang refurbish kualitas jelek
Gaming,PSP SONY - 3000 + MC 32GB FULL GAME - Hitam,Jakarta Pusat,1250000,4.8,490,298,2,Kenapa tombol kananny gerak sendiri? Gk bisa balik ke kiri. Seperti lengket gitu. Mau ngirim videony tpi gk bisa,Negative,Fear,kenapa tombol kananny gerak sendiri gk bisa balik ke kiri seperti lengket gitu mau ngirim videony tpi gk bisa
Gaming,PSP SONY - 3000 + MC 32GB FULL GAME - Hitam,Jakarta Pusat,1250000,4.8,490,298,2,"Untuk respon penjual bagus, tapi kondisi barang biasa aja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game",Negative,Fear,untuk respon penjual bagus tapi kondisi barang biasa aja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game
Gaming,Sound Fox Stick Game Wireless Controller Nintendo Switch Lite with NFC - Biru,Jakarta Barat,465000,4.9,251,188,1,"baru pakai beberapa minggu saja, kabel usb nya udah nga bisa nge charge. dan yg pasti kabel nya harus khusus beli di tempat dia. bagi kalian yg mau beli, mikir2 dulu de..mending beli stick yg lain.. tanya sama admin nya, solusi harus beli dan harganya seratus ribu. quality cemen kek gini di kasih harga segitu.. mikir donk..",Negative,Fear,baru pakai beberapa minggu saja kabel usb nya udah nga bisa nge charge dan yg pasti kabel nya harus khusus beli di tempat dia bagi kalian yg mau beli mikir2 dulu de mending beli stick yg lain tanya sama admin nya solusi harus beli dan harganya seratus ribu quality cemen kek gini di kasih harga segitu mikir donk
Gaming,CONVERTER KONVERTER USB DOUBLE STICK PS2 KE PS3,Jakarta Utara,22000,4.6,3014,419,1,"beli dua rencana nya buat jaga jaga kalo salah satu nya rusak, eh bener aja dua dua nya gak mau nyolok stik ps dengan sempurna ke converter nya, mau retur produk udah kadung males, untuk penjual sebelum kirim barang tolong dong di QC lebih maksimal lagi",Negative,Sadness,beli dua rencana nya buat jaga jaga kalo salah satu nya rusak eh bener aja dua dua nya gak mau nyolok stik ps dengan sempurna ke converter nya mau retur produk udah kadung males untuk penjual sebelum kirim barang tolong dong di qc lebih maksimal lagi
Gaming,CONVERTER KONVERTER USB DOUBLE STICK PS2 KE PS4,Jakarta Utara,22000,4.6,3014,419,1,"untuk kalian yang beli buat windows 10 saya saranin jangan, karena saya coba di windows 10 mencet mencet sendiri terus padahal stik ps2 saya masih baru, dan di coba di ps2 baik baik saja",Negative,Fear,untuk kalian yang beli buat windows saya saranin jangan karena saya coba di windows mencet mencet sendiri terus padahal stik ps2 saya masih baru dan di coba di ps2 baik baik saja
Gaming,CONVERTER KONVERTER USB DOUBLE STICK PS2 KE PS5,Jakarta Utara,22000,4.6,3014,419,2,"pengiriman cepat, berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake",Negative,Fear,pengiriman cepat berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake
Gaming,CONVERTER KONVERTER USB DOUBLE STICK PS2 KE PS6,Jakarta Utara,22000,4.6,3014,419,3,"Pelayanan seller Positive, sayang converternya ga bisa dipake alias error, beli 2 error 2 2 nya ??",Negative,Sadness,pelayanan seller positive sayang converternya ga bisa dipake alias error beli error nya
Gaming,CONVERTER KONVERTER USB DOUBLE STICK PS2 KE PS7,Jakarta Utara,22000,4.6,3014,419,1,Barangnya tidak seperti barang baru dan tanpa kemasan pabrik.,Negative,Fear,barangnya tidak seperti barang baru dan tanpa kemasan pabrik
Gaming,PS Vita PSVita SLIM CFW HEN Henkaku - 32gb,Jakarta Pusat,2200000,4.8,403,247,1,"console sebelah kanan analoq ya drift sendiri lecet juga, ng recommend deh.. kapok",Negative,Fear,console sebelah kanan analoq ya drift sendiri lecet juga ng recommend deh kapok
Gaming,PS Vita PSVita SLIM CFW HEN Henkaku - 32gb,Jakarta Pusat,2200000,4.8,403,247,3,"Tidak diinfo dent dent ny. tidak memberikan kejelasan msalah battery. Cukup kecewa tpi mesin jalan dengan baik. Batt capacity tidak 100% .Beset kanan bawah, pesok bag monitor atas dan bawah.",Negative,Sadness,tidak diinfo dent dent ny tidak memberikan kejelasan msalah battery cukup kecewa tpi mesin jalan dengan baik batt capacity tidak beset kanan bawah pesok bag monitor atas dan bawah
Gaming,PS Vita PSVita SLIM CFW HEN Henkaku - 32gb,Jakarta Pusat,2200000,4.8,403,247,1,Barang cacad. Banyak dent. Kabel usb & adapter gk jalan.,Negative,Anger,barang cacad banyak dent kabel usb adapter gk jalan
Gaming,ps3 fat hdd 80gb cfw 4.75 full game terbaru + stik wireless,Jakarta Barat,950000,4.5,740,461,1,"Tolong gan, ps3 nya ga mw tampilkab gambar di tv pakai hdmi...lampu power yg merah kedap kedip trus",Negative,Fear,tolong gan ps3 nya ga mw tampilkab gambar di tv pakai hdmi lampu power yg merah kedap kedip trus
Gaming,ps3 fat hdd 80gb cfw 4.75 full game terbaru + stik wireless,Jakarta Barat,950000,4.5,740,461,1,Sangat buruk menanggapi respon pembeli n katanya ada garansi tapi ada kerusakan malah tidak direspon ??,Negative,Sadness,sangat buruk menanggapi respon pembeli n katanya ada garansi tapi ada kerusakan malah tidak direspon
Gaming,ps3 fat hdd 80gb cfw 4.75 full game terbaru + stik wireless,Jakarta Barat,950000,4.5,740,461,2,"Awalnya bintang 5, setelah beberapa bulan pakai. Ternyata ada part yang hilang seperti baut",Negative,Sadness,awalnya bintang setelah beberapa bulan pakai ternyata ada part yang hilang seperti baut
Gaming,ps3 fat hdd 80gb cfw 4.75 full game terbaru + stik wireless,Jakarta Barat,950000,4.5,740,461,2,Gan... kok ps nya baru kok udah mati2 sendiri tiba- tiba. Tombol hijaunya tiba-tiba merah trus mati,Negative,Fear,gan kok ps nya baru kok udah mati2 sendiri tiba tiba tombol hijaunya tiba tiba merah trus mati
Gaming,IC Matrix Modbo 5.0,Jakarta Barat,60000,4.8,1837,212,1,Barang Sampah.. Kecewa belanja disini.. Modbo rusak kok dikirim,Negative,Anger,barang sampah kecewa belanja disini modbo rusak kok dikirim
Gaming,Stik controller microsoft xbox 360/pc - Biru,Jakarta Utara,125000,4.8,520,205,2,"tombol RT tidak berfungsi, mau retur ongkir bolak balik setengah harga stick nya, kecewa aja gk di test dulu sebelum pengiriman.",Negative,Sadness,tombol rt tidak berfungsi mau retur ongkir bolak balik setengah harga stick nya kecewa aja gk di test dulu sebelum pengiriman
Gaming,Stik controller microsoft xbox 360/pc - Biru,Jakarta Utara,125000,4.8,520,205,2,Produk telah sampai. Tapi pas sampe malah ada yg cacat di bagian analog kanan ada yg pecah,Negative,Sadness,produk telah sampai tapi pas sampe malah ada yg cacat di bagian analog kanan ada yg pecah
Gaming,Dobe Controller Grip Nintendo Switch,Jakarta Barat,35000,4.8,506,204,1,"hati yang belanja disini, suka kirim.barang sembarangan baru lama lagi buat returnya , toko tidak niat kek gitu, mau nipu , tanpa video unboxing pasti ngk bs retur jadi ingat selalu video di toko ini, penipuan tokonya",Negative,Fear,hati yang belanja disini suka kirim barang sembarangan baru lama lagi buat returnya toko tidak niat kek gitu mau nipu tanpa video unboxing pasti ngk bs retur jadi ingat selalu video di toko ini penipuan tokonya
Gaming,Dobe Controller Grip Nintendo Switch,Jakarta Barat,35000,4.8,506,204,1,Seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. Katanya harus check out ulang lg dgn dana lbh besar. Di deskripsi produk jg ga ada aturan ini. Ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. Tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. Very not recommended. Kapok!,Negative,Sadness,seller tidak ramah sedikitpun saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya katanya harus check out ulang lg dgn dana lbh besar di deskripsi produk jg ga ada aturan ini ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini very not recommended kapok
Gaming,Dobe Controller Grip Nintendo Switch,Jakarta Barat,35000,4.8,506,204,1,benar benar mengecewakan. pelayanan lambat sekali,Negative,Sadness,benar benar mengecewakan pelayanan lambat sekali
Gaming,POWER SUPPLY PS3 SLIM ORIGINAL - 2000/4pin18A,Kota Tangerang,180000,4.9,479,150,3,tolong di cek dulu sebelum kirim..power yg satu keluar asap..untung ganti kapasitor sendiri bisa..,Negative,Fear,tolong di cek dulu sebelum kirim power yg satu keluar asap untung ganti kapasitor sendiri bisa
Gaming,POWER SUPPLY PS3 SLIM ORIGINAL - 2000/4pin18A,Kota Tangerang,180000,4.9,479,150,1,"Beli 3 pcs, 2 pcs tidak berfungsi, barang disegel service dan pernah bongkaran, komplain dipusat resolusi tidak dtanggapi...",Negative,Sadness,beli pcs pcs tidak berfungsi barang disegel service dan pernah bongkaran komplain dipusat resolusi tidak dtanggapi
Gaming,Gamepad Nisuta Mikuso GP-USB009 USB Dual Shock transparant - Biru,Jakarta Pusat,60000,4.9,279,149,3,"Gamepad sampai dengan packing std, gamepad satu normal namun yang satunya L2 dan R2 hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan di pabrik atau memang produk gagal, semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum sampai ke tangan konsumen, jadi stik atau gamepadnya terpaksa main pakai L2 dan R2 cabutan dari stik lain yang beda merek dan warnanya hitam, padahal gamepad normal sayangnya tombol R2 dan L2 missing/hilang, semoga gamepadnya awet. makasih y",Negative,Fear,gamepad sampai dengan packing std gamepad satu normal namun yang satunya l2 dan r2 hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan di pabrik atau memang produk gagal semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum sampai ke tangan konsumen jadi stik atau gamepadnya terpaksa main pakai l2 dan r2 cabutan dari stik lain yang beda merek dan warnanya hitam padahal gamepad normal sayangnya tombol r2 dan l2 missing hilang semoga gamepadnya awet makasih y
Gaming,"NINTENDO WII + 2 LEMOTE + 2 NUNCAK + HDD 500GB FULL GAMES 270GAMES - 1 REMOTE NUNCUK, MESIN SAJA",Jakarta Barat,199000,4.7,440,205,2,"Brg dtg dengan kondisi stick nya ga ok, kenapa penjual ga d periksa dl yak.. trus minta tukar tp ga mao tanggung bersama ongkir nya (50:50 donk).. emg penjual ga mao rugi... ya mao ga mao byr uang xtra utk ongkir sana sini tukar stick. smoga kedepannya bs lbh baik",Negative,Fear,brg dtg dengan kondisi stick nya ga ok kenapa penjual ga d periksa dl yak trus minta tukar tp ga mao tanggung bersama ongkir nya donk emg penjual ga mao rugi ya mao ga mao byr uang xtra utk ongkir sana sini tukar stick smoga kedepannya bs lbh baik
Gaming,"NINTENDO WII + 2 LEMOTE + 2 NUNCAK + HDD 500GB FULL GAMES 270GAMES - 1 REMOTE NUNCUK, MESIN SAJA",Jakarta Barat,199000,4.7,440,205,3,"batery remote stick cepet habis, signal remote juga kadang ada kadang tidak ada,,,, apa ada ide agar awet dan signal stabil,?",Negative,Fear,batery remote stick cepet habis signal remote juga kadang ada kadang tidak ada apa ada ide agar awet dan signal stabil
Gaming,"NINTENDO WII + 2 LEMOTE + 2 NUNCAK + HDD 500GB FULL GAMES 270GAMES - 1 REMOTE NUNCUK, MESIN SAJA",Jakarta Barat,199000,4.7,440,205,3,"lumayan, biar pelayanan ala kadarnya. tapi di saat main kadang layar loss signal dari Wii console nya. trus kenapa harus beli hardisk yang begitu besar kalau isi 500game cuma 60gb",Negative,Fear,lumayan biar pelayanan ala kadarnya tapi di saat main kadang layar loss signal dari wii console nya trus kenapa harus beli hardisk yang begitu besar kalau isi 500game cuma 60gb
Gaming,Mika PCB plastik Stik OP PS3,Kabupaten Sukoharjo,2750,4.9,4844,145,1,beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,Negative,Fear,beli pd gosong semua baru apa bekas nih biasanya beli ga gini untung asuransi hari
Gaming,Mika PCB plastik Stik OP PS4,Kabupaten Sukoharjo,2750,4.9,4844,145,1,Semua tombol x tidak berfungsi sama sekali jadi mubazir sekali,Negative,Sadness,semua tombol x tidak berfungsi sama sekali jadi mubazir sekali
Gaming,Gamesir T4 Pro Gamepad Game Controller Joystick Smartphone Holder - Gransi 2 mggu,Jakarta Utara,375000,4.9,204,141,2,"Ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik. Produk ini kekurangannya adalah battery yg tidak bagus. Pengiriman pertama battery tidak dapat charging sy return, datang product pengganti sempat sy pakai 2 harian setelah itu battery keok dan gk mau charge. gk bisa dipakai lagi. entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir T4 tidka bagus",Negative,Fear,ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik produk ini kekurangannya adalah battery yg tidak bagus pengiriman pertama battery tidak dapat charging sy return datang product pengganti sempat sy pakai harian setelah itu battery keok dan gk mau charge gk bisa dipakai lagi entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir t4 tidka bagus
Gaming,Stik TW PS2 transparan lampu kabel serat - Putih,Jakarta Barat,38000,4.8,496,167,3,"baru di pakai dgn pemakaian priNegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan.?",Negative,Sadness,baru di pakai dgn pemakaian prinegativei standar jam perhari hari sudah rusak mengecewakan mutu barangnya saya beli tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan
Gaming,Stik TW PS2 transparan lampu kabel serat - Putih,Jakarta Barat,38000,4.8,496,167,2,"sayang banget analog kanan sama tombol arah ngga berfungsi,alangkah baiknya di tes dulu sebelum kirim",Negative,Fear,sayang banget analog kanan sama tombol arah ngga berfungsi alangkah baiknya di tes dulu sebelum kirim
Gaming,Stik TW PS2 transparan lampu kabel serat - Putih,Jakarta Barat,38000,4.8,496,167,1,"barang tidak sesuai , tidak transfaran dan tidak menyala",Negative,Sadness,barang tidak sesuai tidak transfaran dan tidak menyala
Gaming,Game Boy 400 in 1 2 players pemain gameboy games + stick console anak - blue,Jakarta Utara,121500,4.8,360,168,1,Niat mau main di televisi tapi sama sekali gak bs tampil di tv... mau return kondisi bgini susah kemana2.. jadi yasudahlah..,Negative,Sadness,niat mau main di televisi tapi sama sekali gak bs tampil di tv mau return kondisi bgini susah kemana2 jadi yasudahlah
